Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Average
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4132.351074,,,,,,,,,,4132.351074,,,,,,,,,,4132.351074,,,,,,,4132.351074
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.595703,,,,,,,,,,1473.595703,,,,,,,,,,1473.595703,,,,,,,1473.595703
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.3417664,,,,,,,,,,306.3417664,,,,,,,,,,306.3417664,,,,,,,306.3417664
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.756958,,,,,,,,,,626.756958,,,,,,,,,,626.756958,,,,,,,626.756958
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.3450928,,,,,,,,,,764.3450928,,,,,,,,,,764.3450928,,,,,,,764.3450928
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66416.76366,,,,,,,,,,66416.76366,,,,,,,,,,66416.76366,,,,,,,66416.76366
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773460.961,,,,,,,,,,1773460.961,,,,,,,,,,1773460.961,,,,,,,1773460.961
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3702.359375,,,,,,,,,,3702.359375,,,,,,,,,,3702.359375,,,,,,,3702.359375
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.5428467,,,,,,,,,,901.5428467,,,,,,,,,,901.5428467,,,,,,,901.5428467
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
